,body,category_info.name,epoch_time,id,location_info.address,location_info.plz,price,subject,type,user_alias,rooms,size,type_param
361,"Au centre de Cheseaux dans un quartier tranquille et proche de toutes les commodités, magnifique appartement en PPE de 4,5 pièces aux combles entièrement mansardé avec splendides hauteurs de plafond, comprenant : 

3 chambres à coucher dont une avec salle de douche/wc attenante, une cuisine entièrement agencée ouverte sur un grand séjour/salle à manger, une salle de bains/wc,  un balcon.

Les charges  s'élèvent à CHF 175.-- mensuellement.

Une place de parc intérieure complète ce bien à CHF 150.--.

Intéressés ? Merci de prendre contact avec notre agence au 021/721.00.30.",Appartements,1540842181,22164894,Chemin de la Plantaz 6,1033, 2'550.- par mois,"Magnifique appartement de 4,5 pièces",u,St-Clerc Immobilier SA,4.5,,Offres de location
362,"Appartement à louer 1.5 pièce au 2ème étage n° 202 au sein de la ""Résidence Cité"", comprenant un service all-inclusive, à quelques pas de toutes les commodités et du centre historique de la ville, composé d'une cuisine agencée ouverte sur la pièce à vivre, une pièce à vivre et une salle de douches-wc.

Cette location offre un service all-inclusive qui comprend ; un service de nettoyage hebdomadaire et le changement de la literie toutes les deux semaines, le wifi privatif, le téléréseau et un système de sécurité tout particulier pour un loyer de CHF 890.00 tout compris.

Possibilité de faire une location de courte durée.

La Résidence Cité se trouve à moins de 15 minutes de la gare à pieds, à 5 minutes du métro et à 20 minutes de l'université et de l'EPFL. L'autoroute quant à elle est à 10 minutes de voiture et l'aéroport de Genève à 40 minutes en voiture ou en train.",Appartements,1540825802,23094155,Avenue de Menthon 16,1005, 890.- par mois,Avenue de Menthon 16 à 1005 Lausanne,u,Ifomob S.A,1.5,13m²,Offres de location
363,"Lausanne Centre, à 300 mètres de Chauderon et à deux pas des hôpitaux (de l?Enfance, Clinique de la Source, de l?Asile des Aveugles...) et des écoles professionnelles du Flon.
Appartement de 3,5 pièces, environ 100m2, balcon avec vue imprenable sur le Léman et les montagnes, cuisine agencée, cheminée, parquet ancien, armoires, salle de bain et WC séparé, cave etc?
Pour personne non fumeuse et sans animaux.",Appartements,1540823521,24339277,Av. de Morges 23,1004, 2'600.- par mois,Bel appartement au centre ville,u,Landry,3.5,,Offres de location
364,"Spacieux appartement avec balcon et dégagement  dans immeuble ancien très tranquille. 5-7  minutes à pied du centre ville, excellent réseau de bus. Commerces à proximité, place de parc extérieure disponible, autoroute à 5mn. Je vous offre le frigo et la cuisinière si vous souhaitez les garder.",Appartements,1540818248,24337431,Av. Jomini 17,1018, 1'530.- par mois,A SAISIR : LIBRE DE SUITE,u,Simon,2.5,63m²,Offres de location
365,"DUREE DE LOCATION du 18. janvier 2019 au 18. janvier 2020 (au minimum 9 mois)

En général
85m², au 4. étage avec ascenseur, 1 chambre à coucher, 1 bureau (peut servir comme chambre à coucher), en bon état, chambre à coucher avec parquet/sol stratifié
2 personnes max., familles avec enfants bienvenues

Lien direct: 
Tous Lausanne: 

Remarques complémentaires concernant le loyer
Chauffage, électricité, eau, internet, TV (frais inclus) incl.

PRIX WIN L'offreur de ce bien loue à ses propres frais. Le loyer publié comprend également les frais de service d'UMS.

Ameublement
moderne, fonctionnel, style IKEA
1 grand lit, 1 canapé-lit 

Equipement 
TV (frais inclus), hifi, internet, DVD/vidéo, placards
lave-linge & séchoir  (usage en commun)

Balcon / terrasse / jardin
2 balcons

Cuisine
Cuisine equipée pour 6 personnes
cuisine ouverte, lave-vaisselle, micro-onde , appareil à vapeur, cuisinière vitrocéramique, cafetière

Salles de bain / douche / wc
1 douche dans la baignoire & wc, 1 douche & wc

Description du quartier
Quartier situé au sud du centre, au bord du Lac Léman.
Mélange de villas, situées directement au bord du Lac Léman, et d'immeubles à proximité du lac. Zone résidentielle privilégiée.

Transports publics
5 min. à pied de la station des transports publics Lausanne, Délices
2 min. de trajet de la gare Lausanne

Voiture
parking public

Mots-clés
solution temporaire moyenterme déménagement affaires sabbatique privé souslouer souslocation

**********************************************

3½ ROOM APARTMENT IN LAUSANNE - SOUS-GARE/OUCHY, FURNISHED, TEMPORARY

RENTAL PERIOD from 18. January 2019 to 18. January 2020 (min. 9 months)

General information
85m², on 4. floor with elevator, 1 bedroom, 1 home office (can be used as bedroom), in good condition, parquet/laminate in bedroom(s)
2 persons max., families with children welcome

Direct link: 
All Lausanne: 

Complementary remarks on the rent
Heating, electricity, water, internet, TV (incl. charges) incl.

WIN PRICE The provider offering this property is renting out at cost price. The published rent also includes the UMS service fee.

Furniture
modern, functional, IKEA style
1 double bed, 1 sofa bed

Equipment
TV (incl. charges), HiFi, internet, DVD/Video, built-in closets
washing machine & tumbler (to be shared)

Balcony / Terrace / Garden
2 balconies

Kitchen
Kitchen equipped for 6 persons
open kitchen area, dishwasher, microwave, steamer, ceramic stove top, coffee maker

Bath / Shower / Toilet
1 shower in tub & toilet, 1 shower & toilet

Picturing the district
In the south of the centre, directly at the Lake Geneva.
Popular living district. Mix of fine residential area at the Lake Geneva and block buildings very near to the lake.

Public transport
5 min. to walk to public transport station Lausanne, Délices
2 min. to ride to train station Lausanne

Car
Public parking nearby

Keywords
shortterm medium term expat relocation business HR sabbatical workation digitalnomad private sublet sublease",Appartements,1540818248,24337421,,1006, 2'688.- par mois,APPARTEMENT 3½ PIÈCES À LAUSANNE - SOUS-GARE/,u,UMS SA - Service Sous-location - Temporary Housing,3.5,85m²,Offres de location
366,"Appartement à louer 1 pièce au 1er étage n° 112 au sein de la ""Résidence Cité"", comprenant un service all-inclusive, à quelques pas de toutes les commodités et du centre historique de la ville, composé d'une cuisine agencée ouverte sur la pièce à vivre, une pièce à vivre et une salle de douches-wc.

Cette location offre un service all-inclusive qui comprend ; un service de nettoyage hebdomadaire et le changement de la literie toutes les deux semaines, le wifi privatif, le téléréseau et un système de sécurité tout particulier pour un loyer de CHF 1'050.00 tout compris.

Possibilité de faire une location de courte durée.

La Résidence Cité se trouve à moins de 15 minutes de la gare à pieds, à 5 minutes du métro et à 20 minutes de l'université et de l'EPFL. L'autoroute quant à elle est à 10 minutes de voiture et l'aéroport de Genève à 40 minutes en voiture ou en train.",Appartements,1540815068,23094207,Avenue de Menthon 16,1005, 1'050.- par mois,Avenue de Menthon 16 à 1005 Lausanne,u,Ifomob S.A,1,15m²,Offres de location
367,"Ce grand logement de 2,5 pièces, situé dans le quartier de Chailly. En immeuble en PPE est entouré de verdure et jouit d'un calme absolu, outre une vue magnifique sur le lac et le sud-est de Lausanne.
L'appartement se compose comme suit :
- un spacieux hall d'entrée aménageable (bureau,bibliothèque, ...)
- cuisine agencée et fermée (frigo, cuisinière et fourneufs, hotte de ventilation)
- séjour séparé de la salle à manger par une arche, avec de nombreuses armoires murales et vue sur le lac
- une grande chambre à coucher avec armoire murale
- une salle d'eau avec baignoire, bidet, douche et WCséparés,
- une chambrette sous toit avec tabatière, pouvant faire office de chambre d'ami, de salle de jeux, ou de pièce de rangement.
- une galerie sous toit faisant office de grenier.
Il est à noter que le bâtiment est équipé d'un ascenseur, d'un interphone et de plusieurs places visiteurs. D'autre part, le chemin de la Coudrette dispose de nombreuses places en zone bleue.",Appartements,1540811681,24335326,Chemin de la Coudrette 7,1012, 2'000.- par mois,Quartier Chailly-Vue sur le lac,u,Fotini Christou,2.5,70m²,Offres de location
368,"DUREE DE LOCATION du 1. juillet 2019 au 31. décembre 2019 (au minimum 6 mois)

En général
- la chambre d'enfant est modulable en chambre d'adulte si besoin.   - il y a une cave à vins  
100m², au 2. étage avec ascenseur, 2 chambres à coucher, 1 bureau (peut servir comme chambre à coucher), accessible avec fauteuil roulant, avec cheminée, en bon état, salon avec parquet/sol stratifié, chambre à coucher avec parquet/sol stratifié
4 personnes max., familles avec enfants bienvenues, fumer interdit dans l'appartement

Lien direct: 
Tous Lausanne: 

Remarques complémentaires concernant le loyer
Chauffage, électricité, eau, internet, TV (frais inclus) incl.

PRIX ALL-IN Le loyer publié correspond à un prix «All-in» et comprend les frais de service UMS.

Ameublement
simple, confortable
1 grand lit, 1 lit individuel, 1 canapé-lit 

Equipement 
TV (frais inclus), internet, DVD/vidéo, placards
lave-linge & séchoir  (usage en commun)

Balcon / terrasse / jardin
2 balcons

Cuisine
Cuisine equipée pour 8 personnes
cuisine indépendante, lave-vaisselle, micro-onde , cuisinière vitrocéramique, cafetière

Salles de bain / douche / wc
1 douche dans la baignoire & wc, 1 wc séparé

Environnement
état tranquille, choix de commerces à proximité, espace de détente et de loisirs à proximité

Transports publics
4 min. à pied de la station des transports publics Lausanne, Fourmi
11 min. de trajet de la gare Lausanne

Voiture
1 garage privé
accès autoroute à proximité

Mots-clés
solution temporaire moyenterme déménagement affaires sabbatique privé souslouer souslocation

**********************************************

4½ ROOM APARTMENT IN LAUSANNE, FURNISHED, TEMPORARY

RENTAL PERIOD from 1. July 2019 to 31. December 2019 (min. 6 months)

General information
- the child's room is adjustable in an adult's room if necessary.  - there is a wine cellar
100m², on 2. floor with elevator, 2 bedrooms, 1 home office (can be used as bedroom), handicapped access, with fireplace, in good condition, parquet/laminate in living room, parquet/laminate in bedroom(s)
4 persons max., families with children welcome, smoking in apartment not allowed

Direct link: 
All Lausanne: 

Complementary remarks on the rent
Heating, electricity, water, internet, TV (incl. charges) incl.

ALL-IN PRICE The published rent is an «All-in» price that includes the UMS service fee.

Furniture
elementary, cosy
1 double bed, 1 single bed, 1 sofa bed

Equipment
TV (incl. charges), internet, DVD/Video, built-in closets
washing machine & tumbler (to be shared)

Balcony / Terrace / Garden
2 balconies

Kitchen
Kitchen equipped for 8 persons
separate kitchen, dishwasher, microwave, ceramic stove top, coffee maker

Bath / Shower / Toilet
1 shower in tub & toilet, 1 separate toilet

Environment
quiet location, shopping facilities nearby, recreation area nearby

Public transport
4 min. to walk to public transport station Lausanne, Fourmi
11 min. to ride to train station Lausanne

Car
1 private garage
Access to motorway

Keywords
shortterm medium term expat relocation business HR sabbatical workation digitalnomad private sublet sublease",Appartements,1540802878,24331453,,1010, 3'120.- par mois,"APPARTEMENT 4½ PIÈCES À LAUSANNE, MEUBLÉ, DUR",u,UMS SA - Service Sous-location - Temporary Housing,4.5,100m²,Offres de location
369,"Grande brasserie très bien agencée à remettre avec terrasse, agencement et matériel quasi-neufs. Places de parc comprises, loyer de  CHF5?300.- charges comprises. Curieux s?abstenir.

Pour tout renseignement complémentaire sur ce bien ou pour avoir accès aux dernières mises à jour (loyer, prix de vente, etc), merci de nous contacter au +41 21 323 00 74 référence VDAC28.",Objets commerciaux,1540798280,19921628,,1000, 635'000.-,Vdac28 - Brasserie à remettre sur le district de Lausanne,s,Transgate SA,,,Offres de vente
370,"Joli kiosque d?une superficie totale de 70m2 à remettre sur le grand Lausanne. Loyer de CHF1?830.- charges comprises incluant 2 places de parc. Vente de tabac, CBD, confiseries, boissons. A saisir.

Pour tout renseignement complémentaire sur ce bien ou pour avoir accès aux dernières mises à jour (loyer, prix de vente, etc), merci de nous contacter au +41 21 323 00 74 référence VDAC33",Objets commerciaux,1540798211,19981113,,1000, 70'000.-,Vdac33- Kiosque à remettre sur la région Lausannoise,s,Transgate SA,,,Offres de vente
371,"Nouvelle construction tout confort avec piscine privée :

- Maison de 180 m2 sur 2 étages et toit-terrasse panoramique

- Air conditionné et chauffage silencieux dans chaque pièce

- Barrière de sécurité autour de la piscine

- Chaise haute et lit bébé à disposition

- TV, PS4 avec jeux et WIFI gratuits

Cuisine entièrement équipée, y compris lave-linge

************************************************************************************************

4 chambres, 6 lits, 3 salles de bains :

- 1 suite parentale avec un lit double queen-size

- 1 chambre avec un lit double queen-size

- 2 chambres avec 2 lits individuels confortables

************************************************************************************************

Localisation idéale (voiture recommandée) :
 
- Quartier résidentiel paisible proche de toutes les commodités

- 5 min des commerces (bars, restaurants, magasins, banque, etc)

- 10 min des plus belles plages de sable fin de la Costa Blanca

- 20 min des terrains de golf (par ex. : Rojales)

- 25 min de l'aéroport d'Alicante (vols Easyjet depuis Genève / Bâle ou Swiss depuis Zürich)

- Parc aquatique, centre sportif, terrains de jeu à quelques min. à pieds

- Places de stationnement gratuites

************************************************************************************************

Prix à partir de  955 EUR par semaine (en fonction de la saison)

Sur place, Anna et Simon vous fourniront toute l'assistance nécessaire",Immobilier de vacances,1540798205,18071452,,1007, 1'100.- par sem.,"Alicante, Espagne : Villa pour 8 personnes",u,Villa Luminosa,Plus de 7,180m²,Offres de location
372,"Joli restaurant à remettre, tout équipé. Environ 50 places intérieures et une quarantaine en terrasse. Possibilité de reprendre un appartement attenant. Idéal pour un couple. Ticket moyen élevé. Loyer de CHF3?400.- charges comprises. CA de CHFk400.- environ. A saisir.

Pour tout renseignement complémentaire sur ce bien ou pour avoir accès aux dernières mises à jour (loyer, prix de vente, etc), merci de nous contacter au +41 21 323 00 74 référence VDAC30",Objets commerciaux,1540798075,19930584,,1000, 210'000.-,Vdac30 - Restaurant à remettre sur le district de Lausanne.,s,Transgate SA,,,Offres de vente
373,"Superbe restaurant à remettre à Lausanne. Tout équipé. 70 places intérieures et 45 en terrasse. Loyer de CHF5?000.-/mois charges comprises. CA annuel de CHFk450.- environ.

Pour tout renseignement complémentaire sur ce bien ou pour avoir accès aux dernières mises à jour (loyer, prix de vente, etc), merci de nous contacter au +41 21 323 00 74  référence VDAC26.",Objets commerciaux,1540798039,19988608,,1000, 299'000.-,Vdac26 - Restaurant à remettre à Lausanne,s,Transgate SA,,,Offres de vente
374,"Restaurant à remettre à Lausanne. Situé dans un quartier commercial, proche Migros, Coop et habitations, il dispose de 150 places et d’une terrasse de 60 places. 335m2. Fermeture le samedi midi et dimanche. CA d’environ CHFm1,7. Loyer de CHF6’300.-/mois charges et 2 places de parking comprises. 

Pour tout renseignement complémentaire sur ce bien ou pour avoir accès aux dernières mises à jour (loyer, prix de vente…), merci de nous contacter au +41 21 323 00 74 référence AZAA17.",Objets commerciaux,1540798025,12089479,,1000, 650'000.-,Azaa17 - Restaurant à Lausanne,s,Transgate SA,,,Offres de vente
375,"Joli kiosque à remettre situé dans un centre commercial de la région Lausannoise. Chiffre d'affaires supérieur à CHF1'000'000.-
Loyer de CHF3'818.-/mois charges comprises. Possibilité de vendre de l'alcool. A voir impérativement.

Pour tout renseignement complémentaire sur ce bien ou pour avoir accès aux dernières mises à jour  (loyer, prix de vente…),  merci de consulter notre site référence VDAB21 ou de nous contacter au +41 21 323 00 74.",Objets commerciaux,1540798013,6740544,,1000, 140'000.-,Vdab21 - Kiosque à remettre dans la région de,s,Transgate Sa,,,Offres de vente
376,"Affaire rare à remettre sur la région Lausannoise, comprenant un laboratoire de production équipé, un take away et un foodtruck. Loyer de CH1?500.-/mois charges comprises. Curieux s?abstenir.

Pour tout renseignement complémentaire sur ce bien ou pour avoir accès aux dernières mises à jour (loyer, prix de vente, etc), merci de nous contacter au +41 21 323 00 74 référence VDAC31",Objets commerciaux,1540797982,19946350,,1000, 275'000.-,Vdac31 - Laboratoire de production / foodtruck à remettre à,s,Transgate SA,,,Offres de vente
377,"Implantée aux portes de la ville de Lausanne, au nord-est de la commune du Mont-sur-Lausanne, la résidence Le Hameau bénéficie d'un cadre de vie champêtre en pleine nature. Ce site au caractère rural et protégé par un plan d'affectation spécifique propose des logements contemporains et familiaux. A noter la proximité immédiate aux différentes écoles communales et internationales.

Conçue sur 3 niveaux et à l'architecture épurée et sobre, cet appartement  offre de beaux volumes traversant et lumineux. A l'état neuf, il dispose de trois chambres, un espace bureau et deux salles de bains. La vaste cuisine totalement équipée bénéficie d'une entrée indépendante et permet d'accueillir vos convives.

A noter qu'une place extérieure et une place couverte sont rattachées au bien-fonds.",Appartements,1540765800,23074272,,1052, 840'000.-,Appartement Loué de 135 m² aux portes de Laus,s,Verbel SA Lausanne,4.5,135m²,Offres de vente
378,"- Réf. Agence WG404

Descriptif :

Un bel appartement de  3.5   pièces, il est spacieux et lumineux.

Le salon est grand avec de beau volume 

La cuisine est tout équipée et agencée avec beaucoup de lumière agréable pour cuisine.

Les chambres sont grandes et lumineuses 

Pour ceux qui veulent une bonne nuit de sommeil et un bien être à voir absolument

Une salle d'eau claire et agréable.

Point positif :

Une cheminée qui permet de profiter d'une chaleur naturelle avec la famille (très agréable en hiver devant un bon feu bois)

Un balcon agréable pour profiter du soleil et de l'été (agréable lors de saison festival en famille ou entre amis à vous choisir).

Un grand jardin pour profiter du dehors (barbecue entre amie et en famille, jeux pour les enfants)

Très bien placé, vous êtes proche de tout

Excellent qualité/prix sur le marché immobilier à saisir.

A proximité :

Il y a des commerces, restaurants, commerces de proximité, écoles, transports etc?

A votre disposition :

Une colonne de lavage, ascenseur, pas d'ascenseur, une cave

Parking :

Extérieur   50    CHF

Nous serons heureux de vous renseigner et donner plus information dans l'attente de vous rencontrer et de vous accompagner dans votre projet de location pour une prochaine visite.

Visiter notre site WEB 

Vous êtes locataire est vous avez un problème avec votre bail ? 

Le spécialiste de la location et de la remise de bail ? une seule étape : 

Vous cherchez une garantit de loyer, le moins cher du marché, Demandez nous une offre :
 Une seule étape :",Appartements,1540765377,21123762,chemin de jorettaz 3,1052, 2'450.- par mois,Un magnifique appartement plein cachet,u,JustImmo,3.5,100m²,Offres de location
379,"Implantée aux portes de la ville de Lausanne, au nord-est de la commune du Mont-sur-Lausanne, la résidence Le Hameau bénéficie d'un cadre de vie champêtre en pleine nature. Ce site au caractère rural et protégé par un plan d'affectation spécifique propose des logements contemporains et familiaux. A noter la proximité immédiate aux différentes écoles communales et internationales.

Conçue sur 3 niveaux et à l'architecture épurée et sobre, cet appartement  offre de beaux volumes traversant et lumineux. A l'état neuf, il dispose de trois chambres, un espace bureau et deux salles de bains. La vaste cuisine totalement équipée bénéficie d'une entrée indépendante et permet d'accueillir vos convives.

A noter qu'une place extérieure et une place couverte sont rattachées au bien-fonds.",Appartements,1540757567,23074275,,1052, 880'000.-,Appartement loué de 149 m² aux portes de Lau,s,Verbel SA Lausanne,5,149m²,Offres de vente
380,"Magnifique appartement de 2 piÃ¨ces et 50m2, au 3Ã¨me et dernier Ã©tage avec balcon et vue sur le lac LÃ©man et Alpes. EntiÃ¨rement meublÃ© et Ã©quipÃ© avec Wi-Fi et TV par cÃ¢ble (Swisscom). Compose par une cuisine agencÃ©e avec machine Ã  cafÃ©, bouilloire, micro-onde, toaster et lave-vaisselles, salon avec TV et balcon, coin Ã  mange, salle de bain, chambre avec un lit double. Ce superbe appartement est situÃ© Ã  Lausanne proche de tout commerce et transport public dans un quartier trÃ¨s calme.",Appartements,1540727606,22154028,Avenue de la ChabliÃ¨re 6,1004, 2'390.- par mois,MAGNIFIQUE 2 PIÃˆCES EN ATTIQUE,u,Arnaud Group Immo SA,2.5,50m²,Offres de location
381,"Situé dans un immeuble aux portes de la Cité, proche de toutes les commodités (commerces, restaurants, transports, etc.), nous vous proposons un magnifique appartement de 5 pièces au 4ème et dernier étage avec accès direct au logement par l'ascenseur, composé comme suit:

- cuisine moderne entièrement équipée ouverte sur un grand séjour
- bureau avec rangements attenant au séjour
- grand réduit équipé de rayonnages
- salle de douche
- chambre équipée d'une bibliothèque
- corridor de distribution de la partie nuit, équipé de nombreuses armoires encastrées
- grande suite parentale avec armoires et salle de douche moderne avec fenêtre et wc 
séparé avec de nombreuses armoires encastrées.
- buanderie privative avec colonne de lavage
- galetas
Ce logement a de nombreux avantages:
- traversant
- orienté Est-Ouest
- parquet en chêne posé de façon ""pont de navire"" dans toutes les pièces
- magnifique vue dégagée sur la ville et incroyable coup d'oeil sur la cathédrale
- station M2 Bessières et multiples lignes de bus à proximité immédiate

Divers: 

- Equipements
- Ascenseur
- Interphone
- Lave vaisselle
- Lave linge
- Sèche linge",Appartements,1540721471,21214595,,1005, 5'400.- par mois,Appartement de standing / 5 pièces / Ascenseu,u,La Cote Relocation,5,158m²,Offres de location
382,"Magnifique local, construit en 2017, spacieux; cuisine agencée; salle avec douche, WC, lavabo; armoire mural; proche des commodités, de l'autoroute et de transports publics; dans un quartier carme et environnement vert...",Appartements,1540718092,15985883,Chemin du Rionzi 39 Le Mont-sur-Lausanne,1052, 1'200.- par mois,Local à louer,u,Mahir,1,28m²,Offres de location
383,"La résidence avec ascenseur est située à proximité du quartier aisé Epinette-Lausanne . Le chemin à la gare centrale de Lausanne ne prend que 5 minutes. A proximité de la résidence sont situées 2 stations de métro: La Gare, qui est la station principale, et Grancy située rue Grancy aux Epinettes. En face de la résidence se trouve un célèbre et historique parc de loisirs - le parc de Milan. Seulement 3 minutes de marche suffisent pour accéder à la plage du lac Léman.

Services compris dans le loyer:
 
- 1 nettoyage par semaine
- connexion internet Wi-Fi gratuite
- frais d'exploitation (eau, électricité, chauffage)
- frais de radio-télévision
- l'accès gratuit à la buanderie (7 jours par semaine) avec sèche-linge et machines à laver
- traitement des déchets
- le nettoyage final
 
Les services supplémentaires suivantes sont disponibles sur demande :
 
- lit supplémentaire 190 CHF/mois
- lit bébé / lit parachute 50 CHF/mois
- service lavage-et-repassage 270 CHF/mois
- nettoyage quotidien 648 CHF/mois
 
Les photos sont à titre indicatif seulement.

DANS NOTRE OFFRE, VOUS TROUVEREZ UN CHOIX D?APPARTEMENTS DANS UN STYLE SEMBLABLE, SITUÉS DANS DIVERS LOCALISATIONS
 
S?il vous plaît, veuillez consulter notre site internet pour y trouver plus de détails: . 

----------------------------------------English Version-----------------------------------------

The residence Caroline is situated in the heart of Lausanne centrum. Practically this residence has 2 elevators to give easier access to its high elevated floors. It is located on Rue Caroline 23 a historique and the most popular street in Lausanne. Conveniently, the residence is between 2 Metro stations: BESSIER on its right and OURS on its left which gives our tenants 5 minutes access to the main railway station of Lausanne (Lausanne Gare ). By Foot it is 10 minutes walking distance to the main station. For comfort, there is a popular commercial centre/ shopping mall (Caroline commercial centre) with a COOP across the residence as well as a MIGROS (popular grocery supermarket) on the right side.

In our rent price are following services included:

-Weekly cleaning 
-Wi-Fi Internet access
-Utility costs (water, electricity, heating)
-TV and radio reception fees
-Free use of laundry room (7 days/week) with washing machines and dry cleaners
-Waste disposal
-Final cleaning

On request we can offer you additional services:

-Guest bed 190 CHF/month
-Baby cot 50 CHF/month
-Laundry and ironing service 270 CHF/month
-Daily apartment cleaning 648 CHF/month

Please note that the pictures are for guidance only.

WE ALSO PROPOSE FURTHER APARTMENTS IN SIMILAR STYLE IN OTHER LOCATIONS

For further information please visit our website:  .",Appartements,1540714386,13817078,Rue Caroline 23,1003, 2'377.- par mois,"Appartement meublé , au centre-ville",u,visionapartments,1.5,25m²,Offres de location
384,"Dans appartement agréable. Wi-fi, micro-onde, TV.... Possibilité de cuisiner. Proche centre ville Lausanne. Transports directs publics à proximité pour gare, ville, Flon, métro. Commerces, calme... A personne soigneuse, non fumeuse. Conviendrait à frontalier, personnel hôpital, étudiante... Libre dès fin juillet, Pour courte ou longue durée.",Chambres en colocation,1540713564,20042687,rue Aloys-Fauquez,1018, 600.- par mois,Chambre meublée tout confort,u,Krier Francoise,,15m²,Offres de location
385,"La résidence « Villa Cinq Sens», composée de 4 lots par bâtiment bénéficie d'une position dominante sur la ville de Lausanne dans un quartier résidentiel. Proche des écoles et des garderies (privées et publiques comme ISL, Ecole Nouvelle, Valmont), ce bien bénéficie également de proximité avec les nombreux commerces qu'offre le centre de Chailly.

Situé au dernier étage d'un édifice datant de 2008, cet objet de 222 m² desservi directement par un ascenseur privatif sur les deux niveaux, offre des volumes généreux et des finitions de premier choix.

La partie jour se compose d'une cuisine ouverte avec salle à manger et d'un vaste séjour d'environ 50 m², donnant sur une généreuse terrasse.

Quant à la partie nuit, celle-ci compte 4 chambres à coucher, 2 salles de bains, 2 espaces de bureaux avec de nombreuses armoires intégrées. A cela s'ajoute un balcon orienté plein sud. Cette disposition représente donc un atout majeur pour une famille.

Deux places parc (une intérieure et une extérieure), une cave ainsi qu'un espace jardin commun équipé de jeux complètent ce bien rare sur le marché.",Appartements,1540669198,23053597,,1012, 2'050'000.-,Attique de 222 m² proche du centre de Chailly,s,Verbel SA Lausanne,5.5,174m²,Offres de vente
386,"À remettre un jolie appartement de 2 pièces à env. 42 m2 au 1er décembre - proche de toutes les commoditées (commerces, écoles et gare): 

- Une entrée avec armoire murale
- une cuisine séparée, agencée et fermée 
- un salon
- une chambre avec un jolie balcon 
- une salle de bain avec WC

(1250.- charges inclus)",Appartements,1540632995,24283126,Avenue de la Gare,1814, 1'250.- par mois,Magnifique appartement de 2 pièces - reprise au 01.12.2018,u,Yle Kohler,2,42m²,Offres de location
387,"Proche de l?autoroute, place de parc voiture 100.-/ mois et véhicules plus grand à 120.-/mois. Déneigé et sur surface goudronnée tout confort.",Places de parc,1540630460,24283352,"41 route de Cugy, 1052 Le Mont",1032, 100.- par mois,"1052 Le Mont/Ls, Places de parcs proche autoroute",u,Viktor Bauch,,,Offres de location
388,"Appartement 4,5 pièces à louer dans résidence de standing. 
150 m2 habitables + surface balcon de 17 m2 + surface terrasse 11 m2
Matériaux de bonne qualité.
Parking extérieur et cave.

Loyer net : Fr. 3'400 .--
Charges  : Fr. 240.--
Parking ext. : Fr. 160.-- (2 places)
Total Fr. 3'800.--

2.5 room apartment for rent in residence. 63 m2 habitable + balcony of 22 m2 Materials of very good quality. Parking inside and cellar. View of the lake. Net rent: Fr. 2'200 .-- Fixed costs: Fr. 250 .-- Parking int. : Fr. 150 .-- Total Fr. 2'600 .-- / mens.",Appartements,1540630278,23054953,Chemin de la Ratavolar,1000, 3'520.- par mois,"Appartement duplex 4,5 pièces",u,JFR Immobilier Sàrl,4.5,150m²,Offres de location
389,"Appartements neuf de standing de 3,5 pièces de 75 m2 mansardé en duplex dans ferme rénovée + terrasse + place de parc 

1 salon / cuisine agencée et entièrement équipée,  2 chambres, un 1 bureau ou de rangement, WC - douche , installation lave et sèche linge à disposition 

Tranquillité, insolée, transport public Tl ? ligne 8 et 60 (a 30 minutes de l'EPF-L ou de de l'université) et entrée sur l'autoroute Blécherette a à proximité, école et commerces",Appartements,1540630167,24283221,"41 route de Cugy, 1052 Le Mont",1032, 1'950.- par mois,"1052 Le Mont/Ls, neuf 3,5 pièces, 75 m2 + terasse + parking",u,Viktor Bauch,3.5,75m²,Offres de location
390,"Appartements neuf de 5 pièces de 155 m2 mansardé en duplex dans ferme rénovée + jardin + place de parc 

1 grand salon /cuisine, 3 chambres, 1 local bureau, 2 grandes salles d'eau (1 avec douche et 1 avec bain). 

Tout confort, double service WC-Bain, cuisine agencée, installation lave et sèche linge à disposition, place de parc, cave.

Tranquillité, insolée, transport public Tl (a 30 minutes de l'EPF-L ou de de l'université) et entrée sur l'autoroute Blécherette a à proximité, école et commerces",Appartements,1540629579,24283125,"41 route de Cugy, 1052 Le Mont",1032, 2'720.- par mois,"1052 Le Mont/Ls, neuf 5 pièces de 150 m2 + jardin et parking",u,Viktor Bauch,5,155m²,Offres de location
391,"A louer bel et spacieux appartement de 3 ½ pièces au chemin des Sauges 18 d'environ 82 m2 comprenant : hall, séjour, 2 chambres, cuisine agencée avec frigo, congélateur et lave-vaisselle, cuisinière vitroceram, douches-WC.

Toutes les pièces sont équipées de stores électriques.

POUR VISITER, App n° 302 :
Concierge, Mme Carvalho, Tél 

L'inscription aux objets se fait obligatoirement par la demande de location ci-dessus.

Les conditions d'accès et démarches se trouvent sur le site internet du service du logement et des gérances
immobilier",Appartements,1540629306,21116889,Ch. des Sauges 18,1018, 2'185.- par mois,Quartier des Sauges,u,Direction du logement et de la sécurité publique,3.5,82m²,Offres de location
